Kode,Tekst,Kapitel,Kap_n,Kap_desc
DQ130A,Kolobom UNS,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ131,Irisagenesi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ132,Anden medfødt irismisdannelse,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ132A,Medfødt anisokori,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ132B,Pupilatresi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ132C,Korektopi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ132D,Heterochromia iridis congenita,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ132E,Medfødt irishypoplasi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ133,Medfødt corneaopacitet,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ134,Anden medfødt misdannelse i cornea,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ134A,Cornea plana,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ134B,Keratoconus congenitus,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ134C,Macrocornea,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ134D,Melanosis corneae congenita,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ134E,Microcornea,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ134F,Peters anomali,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ134G,Embryotoxon posterius,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ134H,Embryotoxon anterius,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ135,Blå sklera,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ138,Anden medfødt misdannelse i forreste del af øje,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ138A,Membrana pupillaris persistens,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ138B,Riegers anomali,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ139,Medfødt misdannelse i forreste del af øje UNS,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ14,Medfødte misdannelser i bageste del af øje,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ140,Medfødt misdannelse i corpus vitreum,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ140A,Arteria hyaloidea persistens,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ140B,Corpus vitreum primarium persistens,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ140C,Medfødt opacitet i corpus vitreum,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ141,Medfødt misdannelse i nethinden,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ141A,Medfødt aneurisme i nethinden,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ141B,Degeneratio retinae pigmentosa,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ141C,Degeneratio tapetoretinalis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ141D,Fibrae medullae retinae,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ141E,Retinitis punctata albescens,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ141F,Medfødt retinoskise,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ141G,Tortuositas vasorum retinae,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ142,Medfødt misdannelse i synsnervepapillen,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ142A,Coloboma discus nervi optici,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ143,Medfødt misdannelse i choroidea,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ143A,Coloboma choroideae,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ143B,Coloboma uveae,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ148,Anden medfødt misdannelse i bageste del af øje,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ148A,Coloboma fundi oculi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ148B,Conus congenitus,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ148C,Conus nasalis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ148D,Conus peripapillaris,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ148E,Conus temporalis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ149,Medfødt misdannelse i bageste del af øje UNS,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ15,Andre medfødte misdannelser i øje,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ150,Medfødt glaukom,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ150A,Buftalmus,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ150C,Keratoglobus congenitus,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ150D,Makroftalmus ved medfødt glaukom,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ150E,Megalocornea,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ158,Anden medfødt misdannelse i øje,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ158A,Exophthalmus congenitus,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ158B,Melanosis oculi congenita,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ158C,Pigmentatio abnormis naevoides oculi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ158D,Pseudoalbinismus,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ158E,Accessorisk øjenmuskel,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ159,Medfødt misdannelse i øje UNS,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ16,Medfødte misdannelser i øre med nedsat hørelse,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ160,Agenesi af ydre øre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ161,"Agenesi, atresi eller striktur af ydre øregang",Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ161A,Agenesi af ydre øregang,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ161B,Aplasi af ydre øregang,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ161C,Atresi af ydre øregang,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ161D,Striktur af ydre øregang,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ162,Agenesi af tuba auditiva,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ163,Medfødt misdannelse af små høreknogler,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ163A,Medfødt sammenvoksning af små høreknogler,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ164,Anden medfødt misdannelse i mellemøret,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ164A,Medfødt kolesteatom i mellemøret,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ165,Medfødt misdannelse i indre øre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ165A,Anomalia congenita ducti cochlearis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ165B,Anomalia congenita labyrinthi membranacei,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ165C,Aplasia labyrinthi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ169,Medfødt misdannelse i øre UNS med nedsat hørelse,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ169A,Monoti,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ169B,Anoti,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ17,Andre medfødte misdannelser i øre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ170,Accessorisk ydre øre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ170A,Polyotia,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ170B,Tragus accessorius,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ171,Makroti,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ172,Mikroti,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ173,Anden form for misdannet øre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ173A,Antenneøre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ174,Øre med atypisk placering,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ174A,Lavtsiddende øre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ175,Aures alatae,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ178,Anden medfødt misdannelse i øre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ178A,Agenesia lobuli auriculae,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ179,Medfødt misdannelse i øre UNS,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ18,Andre medfødte misdannelser i ansigt og hals,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ180,Brankialfistel eller brankialcyste,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ180A,Brankialcyste,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ180B,Brankialfistel,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ180C,Brankialfistel i svælget,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ181,Præaurikulær fistel eller cyste,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ181A,Præaurikulær cyste,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ181B,Medfødt fistel i ydre øre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ181C,Medfødt cervikoaurikulær fistel,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ181D,Præaurikulær fistel,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ182,Anden brankiogen misdannelse,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ182A,Auricula cervicalis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ182B,Otocefali,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ183,Pterygium colli,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ184,Makrostomi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ185,Mikrostomi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ186,Makrokeili,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ187,Mikrokeili,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ188,Anden medfødt misdannelse i ansigt eller hals,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ188A,Cystis congenita cervicalis medialis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ188B,Cystis congenita facialis medialis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ188C,Fistula congenita cervicalis medialis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ188D,Fistula congenita facialis medialis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ188F,Nasal hypoplasi hos foster i 11-14 uger,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ188G,Prænasalt ødem,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ189,Medfødt misdannelse i ansigt eller hals UNS,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ20,Medfødte misdannelser af hjertekamre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ200,Truncus arteriosus communis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ201,Transpositio vasorum incompleta i højre ventrikel,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ202,Transpositio vasorum incompleta i venstre ventrikel,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ203,Transpositio vasorum completa,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ203A,Dextrotranspositio aortae,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ204,Ventriculus cordis communis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ205,Inversio ventriculorum cordis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ205A,Levotranspositio,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ205B,Transpositio vasorum correcta,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ206,Isomerismus auricularum atriorum med aspleni eller polyspleni,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ208,Anden medfødt misdannelse af hjertekamre,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ208A,Cor biloculare,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ208B,Cor triloculare,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ208C,Cor triloculare biventriculare,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ208S,Cor uniloculare,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ209,Medfødt misdannelse af hjertekamre UNS,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ21,Medfødte misdannelser af hjerteskillevæg,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ210,Ventrikelseptumdefekt,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ211,Atrieseptumdefekt,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ211A,Defectus sinus coronarii cordis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ211B,Defectus sinus venosi cordis,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ211C,Åbentstående foramen ovale,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ212,Atrioventrikulær septumdefekt,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ213,Steno-Fallots tetralogi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ213A,Steno-Fallots tetralogi med pulmonalklapatresi,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ214,Aortopulomnal septumdefekt,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ218,Anden medfødt misdannelse af hjerteskillevæg,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ218A,Eisenmengers defekt,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ218B,Ostium atrioventriculare commune,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
DQ218C,Pentalogia Fallot,Kap. XVII: Medfødte misdannelser og kromosomanomalier [DQ00-DQ99],XVII,Medfødte misdannelser og kromosomanomalier [DQ00-DQ99]
